State,Year,Quarter,Colonies at BQ,Max Colonies,Lost Colonies,Percent Lost,Added Colonies,Renovated Colonies,Percent Renovated,Varroa Mites,Others pests/parasites,Disease,Pesticides,Other,Unknown
Oklahoma,2015,4,5000,10000,650,0.07,290,60,0.01,0.028,0.045,0.001,0.001,0.013,0.025
Oklahoma,2016,4,3100,44000,2700,0.06,120,30,0.005,0.049,0.005,0.005,0.001,0.001,0.007
Oklahoma,2017,4,3700,46000,100,0.005,40,0,0,0.01,0.005,0,0,0.005,0.002
Oklahoma,2018,4,2200,57000,2500,0.04,60,20,0.005,0.131,0.004,0.005,0,0.005,0.003
Oklahoma,2019,4,6500,37000,2500,0.07,460,0,0,0.01,0.004,0,0.004,0.004,0.001
Oklahoma,2020,4,7000,28000,300,0.01,250,0,0,0.023,0.011,0.005,0.005,0.005,0.008
Oklahoma,2021,4,3300,21000,1400,0.07,230,950,0.05,0.056,0.032,0.005,0.005,0.005,0.008
Oklahoma,2022,4,2300,16500,180,0.01,0,0,0,0.104,0.011,0,0.013,0.009,0.005
Oklahoma,2023,4,1700,17500,100,0.01,10,20,0.005,0.025,0,0,0,0.005,0.005
Oregon,2015,4,100000,114000,8500,0.08,200,1400,0.01,0.164,0.013,0.015,0.015,0.017,0.015
Oregon,2016,4,98000,124000,9500,0.08,1500,1000,0.01,0.255,0.028,0.13,0.028,0.026,0.013
Oregon,2017,4,94000,94000,10000,0.11,70,18500,0.2,0.506,0.233,0.28,0.142,0.039,0.018
Oregon,2018,4,89000,101000,13000,0.13,10500,12000,0.12,0.441,0.046,0.16,0.148,0.009,0.002
Oregon,2019,4,115000,130000,15000,0.12,650,2000,0.02,0.358,0.021,0.047,0.018,0.166,0.16
Oregon,2020,4,122000,123000,15500,0.13,7000,2600,0.02,0.285,0.046,0.037,0.016,0.038,0.039
Oregon,2021,4,103000,103000,10500,0.1,680,29000,0.28,0.288,0.233,0.087,0.02,0.013,0.005
Oregon,2022,4,83000,83000,15000,0.18,10000,110,0.005,0.634,0.255,0.198,0.158,0.033,0.017
Oregon,2023,4,107000,113000,6500,0.06,760,10000,0.09,0.511,0.025,0.03,0.005,0.007,0.014
Pennsylvania,2015,4,22000,23000,2500,0.11,1300,6500,0.28,0.322,0.043,0.01,0.003,0.008,0.01
Pennsylvania,2016,4,21000,21000,3100,0.15,120,180,0.01,0.187,0.026,0.01,0.028,0.049,0.031
Pennsylvania,2017,4,24000,24000,5500,0.23,2500,1100,0.05,0.447,0.054,0.01,0.069,0.029,0.023
Pennsylvania,2018,4,21000,21000,4000,0.19,270,1500,0.07,0.269,0.107,0.067,0.13,0.078,0.054
Pennsylvania,2019,4,21000,21000,3800,0.18,1600,1100,0.05,0.332,0.046,0.01,0.032,0.023,0.029
Pennsylvania,2020,4,23000,25000,1900,0.08,580,440,0.02,0.281,0.039,0.013,0.019,0.018,0.026
Pennsylvania,2021,4,26000,26000,2400,0.09,250,150,0.01,0.303,0.082,0.035,0.034,0.07,0.011
Pennsylvania,2022,4,30000,30000,3500,0.12,250,1100,0.04,0.494,0.126,0.015,0.071,0.031,0.049
Pennsylvania,2023,4,25000,25000,2300,0.09,1300,820,0.03,0.301,0.104,0.005,0.088,0.011,0.03
South Carolina,2015,4,10000,17500,2200,0.13,640,1000,0.06,0.142,0.029,0.004,0.017,0.058,0.005
South Carolina,2016,4,12000,17000,1300,0.08,760,370,0.02,0.29,0.271,0.233,0.246,0.259,0.019
South Carolina,2017,4,12500,15000,2000,0.13,1300,750,0.05,0.316,0.194,0.146,0.002,0.019,0.019
South Carolina,2018,4,10000,12500,1500,0.12,770,790,0.06,0.322,0.161,0.003,0.014,0.013,0.055
South Carolina,2019,4,12500,13500,1900,0.14,1400,430,0.03,0.567,0.184,0.017,0.035,0.131,0.063
South Carolina,2020,4,11500,18500,2600,0.14,270,210,0.01,0.229,0.042,0,0.013,0.027,0.038
South Carolina,2021,4,20000,21000,3200,0.15,70,150,0.01,0.281,0.055,0.005,0.113,0.008,0.02
South Carolina,2022,4,12500,15500,1700,0.11,500,910,0.06,0.236,0.024,0,0.005,0.049,0.014
South Carolina,2023,4,15000,18000,1300,0.07,530,1200,0.07,0.489,0.08,0.095,0.163,0.059,0.102
South Dakota,2015,4,194000,205000,9000,0.04,2400,0,0,0.168,0.03,0.019,0.071,0.024,0.041
South Dakota,2016,4,146000,146000,11000,0.08,0,2400,0.02,0.489,0.053,0.003,0.06,0.01,0.003
South Dakota,2017,4,111000,111000,6500,0.06,0,0,0,0.173,0.001,0.041,0.044,0.075,0.027
South Dakota,2018,4,140000,140000,21000,0.15,2000,430,0.005,0.128,0.013,0.07,0.016,0.021,0.025
South Dakota,2019,4,189000,189000,7500,0.04,0,40,0.005,0.122,0.061,0.032,0.056,0.112,0.015
South Dakota,2020,4,197000,197000,16000,0.08,1000,150,0.005,0.226,0.014,0.065,0.045,0.005,0.018
South Dakota,2021,4,190000,190000,11500,0.06,1400,120,0.005,0.458,0.09,0.005,0.074,0.017,0.016
South Dakota,2022,4,175000,175000,27000,0.15,20,10,0.005,0.671,0.307,0.05,0.114,0.094,0.005
South Dakota,2023,4,182000,188000,2600,0.01,250,1400,0.01,0.527,0.485,0.02,0.15,0.177,0
Tennessee,2015,4,8500,10000,1100,0.11,70,420,0.04,0.436,0.283,0.005,0.046,0.071,0.036
Tennessee,2016,4,9000,9000,840,0.09,120,10,0.005,0.199,0.216,0,0.011,0.022,0.031
Tennessee,2017,4,8500,10500,1300,0.12,230,320,0.03,0.228,0.189,0.002,0.02,0.075,0.153
Tennessee,2018,4,8000,8500,1900,0.22,30,370,0.04,0.498,0.208,0.019,0.114,0.091,0.051
Tennessee,2019,4,11000,11000,1300,0.12,20,70,0.01,0.666,0.535,0,0.336,0.076,0.091
Tennessee,2020,4,13500,13500,680,0.05,20,640,0.05,0.338,0.254,0.005,0.051,0.021,0.052
Tennessee,2021,4,15500,15500,1400,0.09,20,1200,0.08,0.335,0.051,0.005,0.014,0.025,0.01
Tennessee,2022,4,8500,10500,1400,0.13,1700,620,0.06,0.244,0.076,0.025,0.007,0.01,0.031
Tennessee,2023,4,12500,12500,1900,0.15,900,250,0.02,0.101,0.05,0.005,0.021,0.011,0.018
Texas,2015,4,125000,250000,25000,0.1,13000,2000,0.01,0.209,0.087,0.027,0.054,0.022,0.08
Texas,2016,4,136000,310000,39000,0.13,2200,650,0.005,0.331,0.175,0.032,0.036,0.028,0.014
Texas,2017,4,127000,285000,20000,0.07,3200,1900,0.01,0.339,0.214,0.071,0.029,0.038,0.052
Texas,2018,4,116000,260000,17000,0.07,11000,70,0.005,0.186,0.185,0.055,0.03,0.062,0.037
Texas,2019,4,129000,240000,17500,0.07,8000,1700,0.01,0.231,0.14,0.046,0.049,0.058,0.014
Texas,2020,4,144000,255000,43000,0.17,27000,1700,0.01,0.274,0.065,0.005,0.05,0.057,0.096
Texas,2021,4,146000,290000,23000,0.08,2100,1700,0.01,0.194,0.083,0.012,0.098,0.041,0.055
Texas,2022,4,210000,260000,7500,0.03,720,2200,0.01,0.14,0.128,0.043,0.043,0.038,0.03
Texas,2023,4,75000,220000,9500,0.04,400,480,0.005,0.361,0.123,0,0.232,0.162,0.095
Utah,2015,4,28000,28000,1900,0.07,120,100,0.005,0.758,0.091,0.064,0.002,0.044,0.004
Utah,2016,4,30000,30000,1600,0.05,440,50,0.005,0.264,0.001,0.002,0.009,0.007,0.003
Utah,2017,4,29000,29000,2000,0.07,480,70,0.005,0.243,0.089,0.11,0.092,0.094,0.198
Utah,2018,4,27000,27000,3400,0.13,180,400,0.01,0.48,0.098,0.055,0.08,0.065,0.049
Utah,2019,4,30000,32000,4400,0.14,970,90,0.005,0.221,0.02,0.02,0.103,0.002,0.003
Utah,2020,4,29000,29000,3800,0.13,1800,50,0.005,0.495,0.005,0.005,0.068,0.007,0.176
Utah,2021,4,37000,37000,3200,0.09,1500,1400,0.04,0.048,0.007,0.007,0.007,0.02,0.047
Utah,2022,4,25000,26000,1800,0.07,990,250,0.01,0.092,0.032,0.021,0.005,0.005,0.005
Utah,2023,4,23000,23000,2700,0.12,390,20,0.005,0.433,0.15,0.156,0.052,0.157,0.024
Vermont,2015,4,6500,6500,940,0.15,10,10,0.005,0.571,0.168,0.009,0.006,0.004,0.156
Vermont,2016,4,6500,6500,260,0.04,20,10,0.005,0.445,0.413,0.412,0.41,0.004,0
Vermont,2017,4,6500,6500,470,0.07,10,10,0.005,0.966,0.445,0.221,0.552,0.057,0.018
Vermont,2018,4,6500,6500,170,0.03,10,20,0.005,0.062,0.013,0,0,0.008,0.007
Vermont,2019,4,7000,7000,190,0.03,100,270,0.04,0.21,0.013,0.006,0.008,0.006,0.009
Vermont,2020,4,8000,8000,270,0.03,30,0,0,0.1,0.005,0.005,0,0.006,0.005
Vermont,2021,4,7000,7000,40,0.01,0,50,0.01,0.161,0.006,0.005,0,0.005,0.008
Vermont,2022,4,10000,10000,370,0.04,400,0,0,0.12,0.032,0.011,0.006,0,0
Vermont,2023,4,6500,6500,90,0.01,500,0,0,0.115,0.047,0.006,0.008,0.005,0.014
Virginia,2015,4,7500,7500,750,0.1,0,350,0.05,0.263,0.172,0.004,0.005,0.058,0.104
Virginia,2016,4,7000,7000,730,0.1,230,10,0.005,0.314,0.199,0.02,0,0.018,0.051
Virginia,2017,4,9500,9500,1100,0.12,300,210,0.02,0.209,0.206,0.013,0.075,0.069,0.039
Virginia,2018,4,7000,7000,1100,0.16,80,1300,0.19,0.571,0.384,0.121,0.131,0.058,0.028
Virginia,2019,4,8000,8000,1200,0.15,10,190,0.02,0.377,0.186,0.004,0,0.053,0.06
Virginia,2020,4,8000,8500,1000,0.12,70,450,0.05,0.303,0.136,0.016,0.02,0.054,0.029
Virginia,2021,4,8500,8500,930,0.11,160,210,0.02,0.318,0.191,0.008,0.005,0.052,0.032
Virginia,2022,4,9000,10500,1300,0.12,300,750,0.07,0.433,0.209,0.005,0,0.064,0.039
Virginia,2023,4,10500,10500,2100,0.2,170,450,0.04,0.425,0.216,0.028,0.005,0.049,0.038
Washington,2015,4,87000,89000,6500,0.07,330,170,0.005,0.069,0.001,0.001,0.003,0.03,0.015
Washington,2016,4,65000,97000,9000,0.09,3100,130,0.005,0.214,0.046,0.037,0.091,0.045,0.003
Washington,2017,4,66000,72000,4000,0.06,2900,14000,0.19,0.217,0.06,0.005,0.003,0.004,0.002
Washington,2018,4,75000,81000,11000,0.14,5500,1400,0.02,0.345,0.005,0.117,0.049,0.033,0.013
Washington,2019,4,89000,93000,12500,0.13,810,100,0.005,0.403,0.023,0.006,0.196,0.029,0.032
Washington,2020,4,102000,103000,16500,0.16,6000,2000,0.02,0.255,0.202,0.229,0.026,0.047,0.044
Washington,2021,4,79000,83000,6500,0.08,1400,2300,0.03,0.423,0.027,0.02,0.025,0.076,0.008
Washington,2022,4,84000,89000,7500,0.08,540,220,0.005,0.34,0.064,0,0.005,0.042,0.082
Washington,2023,4,80000,92000,19000,0.21,40,1700,0.02,0.465,0.012,0.069,0.009,0.089,0.242
West Virginia,2015,4,7000,7000,610,0.09,190,140,0.02,0.188,0.045,0.013,0.03,0.082,0.006
West Virginia,2016,4,7500,7500,1000,0.13,80,60,0.01,0.238,0.023,0.011,0.011,0.043,0.028
West Virginia,2017,4,8500,8500,1200,0.14,70,1600,0.19,0.601,0.053,0.024,0.001,0.078,0.036
West Virginia,2018,4,7000,7000,1200,0.17,50,70,0.01,0.295,0.152,0.006,0.072,0.042,0.068
West Virginia,2019,4,7500,8000,1500,0.19,30,1600,0.2,0.658,0.107,0.011,0.004,0.061,0.022
West Virginia,2020,4,7500,7500,550,0.07,120,800,0.11,0.072,0.043,0.005,0.01,0.045,0.011
West Virginia,2021,4,7500,7500,560,0.07,10,100,0.01,0.138,0.063,0.006,0.019,0.01,0.031
West Virginia,2022,4,7500,8000,1100,0.14,0,220,0.03,0.334,0.038,0.008,0,0.064,0.005
West Virginia,2023,4,8000,8000,930,0.12,2400,230,0.03,0.15,0.04,0.005,0.011,0.016,0.012
Wisconsin,2015,4,48000,48000,6500,0.14,210,10,0.005,0.494,0.156,0.025,0.219,0.066,0.214
Wisconsin,2016,4,59000,59000,7500,0.13,10,20,0.005,0.693,0.122,0.1,0.106,0.106,0.462
Wisconsin,2017,4,51000,55000,8500,0.15,530,3000,0.05,0.531,0.369,0.331,0.228,0.153,0.152
Wisconsin,2018,4,48000,48000,8500,0.18,1600,530,0.01,0.299,0.283,0.015,0.245,0.076,0.052
Wisconsin,2019,4,46000,46000,8500,0.18,1800,3000,0.07,0.4,0.221,0.148,0.141,0.22,0.073
Wisconsin,2020,4,60000,60000,8000,0.13,2800,4700,0.08,0.293,0.006,0.005,0.074,0.018,0.012
Wisconsin,2021,4,47000,47000,5500,0.12,1100,150,0.005,0.284,0.005,0.005,0.007,0.025,0.007
Wisconsin,2022,4,26000,47000,3500,0.07,140,380,0.01,0.232,0.214,0.194,0.175,0.099,0.117
Wisconsin,2023,4,49000,51000,6500,0.13,390,380,0.01,0.286,0.052,0.052,0.061,0.006,0.025
Wyoming,2015,4,24000,25000,1300,0.05,30,0,0,0.45,0.033,0.066,0.105,0.113,0.039
Wyoming,2016,4,25000,27000,2200,0.08,50,0,0,0.322,0.016,0.031,0.052,0.011,0
Wyoming,2017,4,28000,29000,3500,0.12,2500,320,0.01,0.38,0.024,0.084,0.059,0.081,0.006
Wyoming,2018,4,30000,32000,2700,0.08,220,0,0,0.439,0.079,0.026,0.068,0.01,0.014
Wyoming,2019,4,27000,28000,3300,0.12,100,490,0.02,0.276,0.123,0.032,0,0.043,0.132
Wyoming,2020,4,23000,25000,1600,0.06,160,380,0.02,0.192,0,0.005,0.024,0.022,0.014
Wyoming,2021,4,21000,22000,2400,0.11,660,560,0.03,0.147,0.023,0.093,0,0.023,0.006
Wyoming,2022,4,19500,21000,3200,0.15,640,0,0,0.229,0.059,0.042,0,0,0.074
Wyoming,2023,4,18500,18500,1700,0.005,20,0,0,0.132,0.001,0,0.02,0.015,0.016
